ParkName,State,Country,Adult,Child,partySize,RateType,BookingType,Equipment,BookingStartDate,BookingEnddate,Night,Permits
Battery,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,6/10/2016,6/12/2016,2,1
Amherst Shore,NS ,CANADA ,1,,1,Host,CampsitePermit,Less than 20ft,8/15/2016,8/22/2016,7,1
Mira River,NS ,CANADA ,2,1,3,Full,CampsitePermit,Less than 40ft,8/19/2016,8/21/2016,2,1
Salsman,ON ,CANADA ,2,,2,Full,CampsitePermit,Less than 40ft,7/2/2016,7/3/2016,1,1
Mira River,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 30ft,6/3/2016,6/5/2016,2,1
Ellenwood Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,8/5/2016,8/9/2016,4,1
Mira River,NS ,CANADA ,4,,4,Full,CampsitePermit,Single Tent,7/30/2016,8/1/2016,2,1
Amherst Shore,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/6/2016,8/7/2016,1,1
Graves Island,ON ,CANADA ,2,,2,Senior,CampsitePermit,Less than 40ft,7/6/2016,7/12/2016,6,1
Amherst Shore,NS ,CANADA ,2,3,5,Full,CampsitePermit,Tents,9/2/2016,9/3/2016,1,1
Ellenwood Lake,BC ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,7/14/2016,7/15/2016,1,1
Amherst Shore,NB ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,7/16/2016,7/17/2016,1,1
Whycocomagh,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,10/6/2016,10/7/2016,1,1
Mira River,NS ,CANADA ,2,3,5,Full,CampsitePermit,Less than 20ft,8/26/2016,8/28/2016,2,1
Battery,NS ,CANADA ,4,,4,Full,CampsitePermit,Less than 30ft,8/4/2016,8/8/2016,4,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,9/7/2016,9/8/2016,1,1
Battery,NS ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,7/1/2016,7/3/2016,2,1
Mira River,NS ,CANADA ,3,1,4,Full,CampsitePermit,Single Tent,9/3/2016,9/5/2016,2,1
Five Islands,ON ,CANADA ,2,2,4,Senior,CampsitePermit,Single Tent,6/29/2016,6/30/2016,1,1
Porters Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 40ft,9/30/2016,10/2/2016,2,1
Dollar Lake,NS ,CANADA ,5,1,6,Full,CampsitePermit,Tents,8/7/2016,8/9/2016,2,1
Porters Lake,NS ,CANADA ,2,3,5,Full,CampsitePermit,Less than 30ft,6/15/2016,6/29/2016,14,1
Blomidon,NS ,CANADA ,3,1,4,Full,CampsitePermit,Less than 40ft,8/11/2016,8/13/2016,2,1
Rissers Beach,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,8/20/2016,8/21/2016,1,1
Porters Lake,ON ,CANADA ,2,,2,Full,CampsitePermit,Tents,8/29/2016,8/31/2016,2,1
Cape Chignecto,NS ,CANADA ,4,,4,Full,BackcountryPermit,Single Tent,9/20/2016,9/22/2016,2,1
Smileys,SK ,CANADA ,2,1,3,Full,CampsitePermit,Less than 30ft,8/3/2016,8/5/2016,2,1
Laurie,ON ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,8/25/2016,8/29/2016,4,1
Caribou Munroes,ON ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,8/24/2016,8/26/2016,2,1
The Islands,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/30/2016,8/1/2016,2,1
Porters Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/29/2016,7/31/2016,2,1
Blomidon,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/31/2016,8/1/2016,1,1
Thomas Raddall,QC ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,5/27/2016,5/28/2016,1,1
Porters Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/24/2016,7/25/2016,1,1
Cape Chignecto,NB ,CANADA ,2,,2,Full,BackcountryPermit,Single Tent,7/29/2016,7/30/2016,1,1
Blomidon,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,5/21/2016,5/22/2016,1,1
Cape Chignecto,NS ,CANADA ,4,,4,Full,BackcountryPermit,Single Tent,7/7/2016,7/10/2016,3,1
Smileys,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 30ft,8/5/2016,8/7/2016,2,1
Laurie,BC ,CANADA ,2,3,5,Full,CampsitePermit,Tents,8/16/2016,8/17/2016,1,1
Battery,NS ,CANADA ,1,,1,Senior,CampsitePermit,Single Tent,9/29/2016,10/2/2016,3,1
Rissers Beach,NS ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,8/19/2016,8/20/2016,1,1
The Islands,NS ,CANADA ,2,2,4,Full,CampsitePermit,Tents,8/30/2016,9/1/2016,2,1
Mira River,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 20ft,8/8/2016,8/12/2016,4,1
Blomidon,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/16/2016,7/17/2016,1,1
Laurie,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,9/2/2016,9/3/2016,1,1
Five Islands,NS ,CANADA ,1,1,2,Full,CampsitePermit,Single Tent,9/5/2016,9/6/2016,1,1
The Islands,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 20ft,8/19/2016,8/23/2016,4,1
Dollar Lake,NS ,CANADA ,3,3,6,Full,CampsitePermit,Tents,9/16/2016,9/18/2016,2,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,7/15/2016,7/17/2016,2,1
Blomidon,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/3/2016,8/5/2016,2,1
Ellenwood Lake,NS ,CANADA ,2,3,5,Full,CampsitePermit,Single Tent,7/23/2016,7/25/2016,2,1
Dollar Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Tents,7/22/2016,7/24/2016,2,1
Smileys,QC ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,8/16/2016,8/17/2016,1,1
Porters Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,6/30/2016,7/1/2016,1,1
Caribou Munroes,AB ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,7/23/2016,7/24/2016,1,1
Amherst Shore,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 20ft,6/11/2016,6/12/2016,1,1
Graves Island,AB ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,7/22/2016,7/25/2016,3,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/22/2016,7/25/2016,3,1
Porters Lake,NS ,CANADA ,2,3,5,Full,CampsitePermit,Less than 20ft,9/3/2016,9/5/2016,2,1
Salsman,NS ,CANADA ,2,4,6,Full,CampsitePermit,Tents,8/26/2016,8/28/2016,2,1
Caribou Munroes,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 20ft,7/19/2016,7/20/2016,1,1
Mira River,NS ,CANADA ,5,,5,Full,CampsitePermit,Less than 20ft,9/7/2016,9/8/2016,1,1
Mira River,NS ,CANADA ,2,1,3,Full,CampsitePermit,Less than 30ft,7/29/2016,8/1/2016,3,1
Amherst Shore,NB ,CANADA ,1,,1,Senior,CampsitePermit,Less than 30ft,7/20/2016,7/23/2016,3,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,9/4/2016,9/5/2016,1,1
Battery,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 30ft,8/27/2016,8/28/2016,1,1
Ellenwood Lake,QC ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/21/2016,8/22/2016,1,1
Caribou Munroes,NS ,CANADA ,2,1,3,Full,CampsitePermit,Less than 20ft,7/8/2016,7/10/2016,2,1
Battery,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,10/5/2016,10/6/2016,1,1
Ellenwood Lake,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 30ft,6/30/2016,7/3/2016,3,1
Laurie,NS ,CANADA ,2,3,5,Full,CampsitePermit,Single Tent,9/5/2016,9/7/2016,2,1
Graves Island,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 20ft,9/12/2016,9/14/2016,2,1
Rissers Beach,NS ,CANADA ,2,1,3,Full,CampsitePermit,Less than 30ft,8/15/2016,8/17/2016,2,1
Valleyview,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 40ft,8/31/2016,9/5/2016,5,1
Thomas Raddall,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/6/2016,8/8/2016,2,1
Caribou Munroes,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,7/8/2016,7/10/2016,2,1
Caribou Munroes,ON ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,7/13/2016,7/18/2016,5,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,6/24/2016,6/26/2016,2,1
Mira River,ON ,CANADA ,5,,5,Full,CampsitePermit,Tents,8/16/2016,8/17/2016,1,1
Mira River,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/25/2016,8/26/2016,1,1
Caribou Munroes,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/4/2016,7/5/2016,1,1
Graves Island,NS ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,7/15/2016,7/16/2016,1,1
Caribou Munroes,NS ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,8/19/2016,8/21/2016,2,1
Rissers Beach,NS ,CANADA ,4,1,5,Full,CampsitePermit,Less than 30ft,8/26/2016,8/28/2016,2,1
Blomidon,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/31/2016,8/1/2016,1,1
Graves Island,NS ,CANADA ,1,,1,Senior,CampsitePermit,Single Tent,7/21/2016,7/22/2016,1,1
Porters Lake,QC ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/19/2016,8/21/2016,2,1
Five Islands,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/5/2016,8/6/2016,1,1
Blomidon,ON ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,8/23/2016,8/25/2016,2,1
Caribou Munroes,BC ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/9/2016,8/10/2016,1,1
Laurie,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,7/16/2016,7/17/2016,1,1
Mira River,QC ,CANADA ,2,,2,Senior,CampsitePermit,Less than 20ft,6/29/2016,7/1/2016,2,1
Smileys,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,8/17/2016,8/18/2016,1,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,6/24/2016,6/26/2016,2,1
Rissers Beach,NS ,CANADA ,3,2,5,Senior,CampsitePermit,Less than 30ft,7/3/2016,7/7/2016,4,1
Amherst Shore,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,9/7/2016,9/9/2016,2,1
Thomas Raddall,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,7/27/2016,7/31/2016,4,1
Graves Island,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,9/2/2016,9/5/2016,3,1
Battery,NS ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,10/11/2016,10/13/2016,2,1
Porters Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,9/23/2016,9/25/2016,2,1
Thomas Raddall,NS ,CANADA ,2,3,5,Full,CampsitePermit,Tents,6/25/2016,6/26/2016,1,1
Battery,QC ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,7/21/2016,7/22/2016,1,1
Porters Lake,NS ,CANADA ,2,,2,Veteran,CampsitePermit,Single Tent,8/20/2016,8/22/2016,2,1
Smileys,NS ,CANADA ,5,1,6,Full,CampsitePermit,Single Tent,8/20/2016,8/21/2016,1,1
Rissers Beach,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 30ft,7/17/2016,7/22/2016,5,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,8/26/2016,8/28/2016,2,1
Five Islands,NB ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/10/2016,8/11/2016,1,1
Graves Island,NS ,CANADA ,4,,4,Full,CampsitePermit,Tents,8/12/2016,8/14/2016,2,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,6/25/2016,6/26/2016,1,1
Thomas Raddall,ON ,CANADA ,2,1,3,Full,CampsitePermit,Tents,8/21/2016,8/22/2016,1,1
Dollar Lake,NS ,CANADA ,2,4,6,Full,CampsitePermit,Single Tent,9/2/2016,9/5/2016,3,1
Caribou Munroes,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,9/17/2016,9/19/2016,2,1
Thomas Raddall,NB ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/11/2016,8/12/2016,1,1
Dollar Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/12/2016,8/14/2016,2,1
Caribou Munroes,ON ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,7/21/2016,7/22/2016,1,1
Blomidon,AB ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/24/2016,8/26/2016,2,1
Blomidon,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,6/24/2016,6/26/2016,2,1
Rissers Beach,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 30ft,6/17/2016,6/19/2016,2,1
Five Islands,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,9/4/2016,9/5/2016,1,1
Graves Island,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 30ft,8/21/2016,8/24/2016,3,1
Dollar Lake,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 20ft,7/8/2016,7/11/2016,3,1
Thomas Raddall,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,9/9/2016,9/10/2016,1,1
Thomas Raddall,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 20ft,9/2/2016,9/5/2016,3,1
Mira River,NS ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,6/11/2016,6/12/2016,1,1
Thomas Raddall,NS ,CANADA ,2,3,5,Full,CampsitePermit,Less than 20ft,9/9/2016,9/11/2016,2,1
Mira River,NS ,CANADA ,4,,4,Full,CampsitePermit,Single Tent,8/25/2016,8/28/2016,3,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/20/2016,7/22/2016,2,1
Blomidon,BC ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,6/24/2016,6/25/2016,1,1
The Islands,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/1/2016,8/2/2016,1,1
Whycocomagh,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,6/27/2016,6/28/2016,1,1
Dollar Lake,NS ,CANADA ,2,3,5,Full,CampsitePermit,Single Tent,7/2/2016,7/3/2016,1,1
Blomidon,ON ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,8/13/2016,8/14/2016,1,1
Graves Island,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/27/2016,8/28/2016,1,1
Rissers Beach,NS ,CANADA ,1,3,4,Full,CampsitePermit,Single Tent,7/8/2016,7/10/2016,2,1
Cape Chignecto,NB ,CANADA ,2,,2,Full,BackcountryPermit,Single Tent,9/23/2016,9/26/2016,3,1
Graves Island,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 40ft,8/2/2016,8/5/2016,3,1
The Islands,ON ,CANADA ,2,,2,Senior,CampsitePermit,Less than 40ft,6/28/2016,6/29/2016,1,1
Graves Island,QC ,CANADA ,3,,3,Full,CampsitePermit,Tents,8/22/2016,8/24/2016,2,1
Cape Chignecto,NS ,CANADA ,2,,2,Full,BackcountryPermit,Single Tent,8/31/2016,9/1/2016,1,1
Porters Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Tents,9/3/2016,9/6/2016,3,1
Battery,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/4/2016,7/5/2016,1,1
Whycocomagh,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 30ft,8/24/2016,8/27/2016,3,1
Rissers Beach,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,7/20/2016,7/21/2016,1,1
Caribou Munroes,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 20ft,9/7/2016,9/9/2016,2,1
Smileys,NS ,CANADA ,4,,4,Full,CampsitePermit,Less than 30ft,8/26/2016,8/28/2016,2,1
Ellenwood Lake,NS ,CANADA ,2,4,6,Full,CampsitePermit,Single Tent,9/2/2016,9/4/2016,2,1
Thomas Raddall,NS ,CANADA ,6,,6,Full,CampsitePermit,Tents,8/9/2016,8/10/2016,1,1
Battery,NS ,CANADA ,1,2,3,Full,CampsitePermit,Less than 20ft,7/19/2016,7/21/2016,2,1
Porters Lake,NS ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,6/27/2016,6/28/2016,1,1
Blomidon,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,7/17/2016,7/21/2016,4,1
Graves Island,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/29/2016,7/31/2016,2,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,6/20/2016,6/26/2016,6,1
Rissers Beach,NS ,CANADA ,1,1,2,Full,CampsitePermit,Less than 40ft,5/20/2016,5/21/2016,1,1
Dollar Lake,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,7/1/2016,7/3/2016,2,1
Caribou Munroes,NS ,CANADA ,2,3,5,Veteran,CampsitePermit,Single Tent,8/28/2016,8/30/2016,2,1
Laurie,NS ,CANADA ,2,1,3,Full,CampsitePermit,Less than 20ft,7/30/2016,7/31/2016,1,1
Rissers Beach,NS ,CANADA ,4,2,6,Full,CampsitePermit,Tents,7/25/2016,7/26/2016,1,1
Whycocomagh,SK ,CANADA ,2,3,5,Full,CampsitePermit,Less than 30ft,8/3/2016,8/7/2016,4,1
Laurie,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,7/1/2016,7/3/2016,2,1
Rissers Beach,NS ,CANADA ,3,3,6,Full,CampsitePermit,Tents,7/30/2016,8/1/2016,2,1
Caribou Munroes,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/4/2016,7/5/2016,1,1
Graves Island,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 40ft,7/29/2016,7/31/2016,2,1
Thomas Raddall,NS ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,8/14/2016,8/18/2016,4,1
Graves Island,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,7/29/2016,8/1/2016,3,1
Dollar Lake,NS ,CANADA ,2,2,4,Full,CampsitePermit,Greater than 40ft,8/8/2016,8/12/2016,4,1
Porters Lake,ON ,CANADA ,2,,2,Full,CampsitePermit,Less than 40ft,8/12/2016,8/14/2016,2,1
Mira River,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 30ft,8/30/2016,9/4/2016,5,1
Blomidon,QC ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,7/20/2016,7/21/2016,1,1
Dollar Lake,NS ,CANADA ,2,2,4,Full,CampsitePermit,Tents,6/30/2016,7/3/2016,3,1
Dollar Lake,PE ,CANADA ,2,3,5,Full,CampsitePermit,Less than 20ft,7/28/2016,7/31/2016,3,1
Caribou Munroes,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/4/2016,7/6/2016,2,1
Porters Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Tents,8/5/2016,8/7/2016,2,1
Rissers Beach,NS ,CANADA ,1,,1,Full,CampsitePermit,Less than 20ft,8/7/2016,8/8/2016,1,1
Valleyview,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,7/4/2016,7/10/2016,6,1
Five Islands,QC ,CANADA ,3,1,4,Full,CampsitePermit,Single Tent,8/13/2016,8/14/2016,1,1
Thomas Raddall,NS ,CANADA ,2,3,5,Full,CampsitePermit,Single Tent,7/22/2016,7/24/2016,2,1
The Islands,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,7/14/2016,7/18/2016,4,1
Rissers Beach,NS ,CANADA ,4,,4,Full,CampsitePermit,Single Tent,7/11/2016,7/12/2016,1,1
Rissers Beach,NS ,CANADA ,4,,4,Full,CampsitePermit,Tents,8/17/2016,8/19/2016,2,1
Mira River,NS ,CANADA ,4,,4,Full,CampsitePermit,Less than 30ft,9/9/2016,9/11/2016,2,1
Dollar Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/2/2016,8/5/2016,3,1
Valleyview,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 40ft,6/30/2016,7/5/2016,5,1
Porters Lake,NS ,CANADA ,1,1,2,Full,CampsitePermit,Less than 20ft,7/29/2016,7/30/2016,1,1
Thomas Raddall,NS ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,8/24/2016,8/25/2016,1,1
Five Islands,BC ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,9/16/2016,9/17/2016,1,1
Graves Island,NS ,CANADA ,2,2,4,Full,CampsitePermit,Tents,5/20/2016,5/23/2016,3,1
The Islands,NS ,CANADA ,4,2,6,Full,CampsitePermit,Tents,9/4/2016,9/5/2016,1,1
Mira River,NS ,CANADA ,2,3,5,Full,CampsitePermit,Tents,7/30/2016,8/1/2016,2,1
Laurie,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 20ft,7/21/2016,7/23/2016,2,1
Graves Island,NS ,CANADA ,2,3,5,Full,CampsitePermit,Less than 30ft,6/23/2016,6/26/2016,3,1
Dollar Lake,NS ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,7/29/2016,8/1/2016,3,1
Laurie,NS ,CANADA ,2,4,6,Full,CampsitePermit,Tents,6/11/2016,6/12/2016,1,1
Blomidon,NS ,CANADA ,2,1,3,Full,CampsitePermit,Single Tent,7/21/2016,7/23/2016,2,1
Amherst Shore,ON ,CANADA ,2,3,5,Senior,CampsitePermit,Less than 30ft,7/25/2016,8/1/2016,7,1
Graves Island,NB ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/5/2016,8/11/2016,6,1
Dollar Lake,NS ,CANADA ,2,1,3,Full,CampsitePermit,Less than 30ft,9/23/2016,9/25/2016,2,1
Rissers Beach,QC ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/7/2016,8/8/2016,1,1
Graves Island,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 40ft,6/30/2016,7/3/2016,3,1
Whycocomagh,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 30ft,9/23/2016,9/25/2016,2,1
Smileys,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 40ft,6/30/2016,7/3/2016,3,1
Caribou Munroes,YT ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,6/21/2016,6/22/2016,1,1
Rissers Beach,NS ,CANADA ,2,2,4,Full,CampsitePermit,Less than 20ft,8/26/2016,9/6/2016,11,1
Laurie,ON ,CANADA ,2,1,3,Full,CampsitePermit,Less than 30ft,7/13/2016,7/14/2016,1,1
Caribou Munroes,BC ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/5/2016,7/6/2016,1,1
Blomidon,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/12/2016,7/13/2016,1,1
Mira River,NS ,CANADA ,3,1,4,Full,CampsitePermit,Tents,8/12/2016,8/14/2016,2,1
Battery,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,8/19/2016,8/22/2016,3,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,6/29/2016,7/3/2016,4,1
Whycocomagh,ON ,CANADA ,2,,2,Full,YurtPermit,Tents,6/25/2016,6/26/2016,1,1
Amherst Shore,NS ,CANADA ,2,2,4,Full,CampsitePermit,Tents,8/3/2016,8/6/2016,3,1
Graves Island,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,7/27/2016,7/28/2016,1,1
Salsman,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,8/10/2016,8/12/2016,2,1
Smileys,NS ,CANADA ,1,2,3,Full,CampsitePermit,Tents,7/27/2016,7/29/2016,2,1
Graves Island,QC ,CANADA ,1,,1,Full,CampsitePermit,Single Tent,8/12/2016,8/13/2016,1,1
Porters Lake,NS ,CANADA ,6,,6,Full,CampsitePermit,Tents,6/10/2016,6/12/2016,2,1
The Islands,NS ,CANADA ,2,1,3,Full,CampsitePermit,Less than 20ft,9/2/2016,9/5/2016,3,1
Dollar Lake,NS ,CANADA ,1,3,4,Full,CampsitePermit,Single Tent,6/29/2016,7/1/2016,2,1
Porters Lake,NS ,CANADA ,3,2,5,Full,CampsitePermit,Less than 30ft,7/22/2016,7/23/2016,1,1
Five Islands,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,9/2/2016,9/4/2016,2,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 40ft,8/26/2016,8/28/2016,2,1
Rissers Beach,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 20ft,8/21/2016,8/26/2016,5,1
Caribou Munroes,SK ,CANADA ,2,2,4,Full,CampsitePermit,Less than 20ft,7/11/2016,7/13/2016,2,1
Mira River,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 40ft,9/2/2016,9/5/2016,3,1
Rissers Beach,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/18/2016,7/19/2016,1,1
Laurie,QC ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,7/22/2016,7/24/2016,2,1
Thomas Raddall,NS ,CANADA ,1,3,4,Full,CampsitePermit,Less than 20ft,6/30/2016,7/3/2016,3,1
Dollar Lake,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,9/4/2016,9/5/2016,1,1
Thomas Raddall,NS ,CANADA ,2,2,4,Full,CampsitePermit,Single Tent,5/28/2016,5/29/2016,1,1
Rissers Beach,NS ,CANADA ,4,,4,Full,CampsitePermit,Less than 20ft,7/24/2016,7/25/2016,1,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,7/8/2016,7/14/2016,6,1
Blomidon,QC ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/29/2016,8/31/2016,2,1
Thomas Raddall,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/19/2016,8/21/2016,2,1
Battery,ON ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,8/12/2016,8/14/2016,2,1
Whycocomagh,NS ,CANADA ,2,,2,Senior,CampsitePermit,Less than 40ft,6/17/2016,6/19/2016,2,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 30ft,9/5/2016,9/9/2016,4,1
The Islands,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,7/29/2016,7/31/2016,2,1
Battery,NS ,CANADA ,2,,2,Senior,CampsitePermit,Single Tent,8/10/2016,8/12/2016,2,1
Graves Island,NS ,CANADA ,2,,2,Full,CampsitePermit,Single Tent,9/6/2016,9/8/2016,2,1
Rissers Beach,NS ,CANADA ,2,,2,Full,CampsitePermit,Less than 20ft,8/26/2016,8/28/2016,2,1
Amherst Shore,NS ,CANADA ,4,1,5,Full,CampsitePermit,Tents,7/29/2016,7/30/2016,1,1
